Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
HK16676,Oregon,No,Basic,High School or Below,1/22/11,Employed,M,39618,Suburban,Married,68,0,55,0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small,2712.832687
XK49057,California,No,Basic,High School or Below,8/2/2011,Employed,M,31196,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,342.796508,Two-Door Car,Small,4455.518101
HJ19927,Nevada,No,Basic,Master,2/16/11,Medical Leave,M,14775,Rural,Married,69,11,44,0,5,Personal Auto,Personal L3,Offer3,Agent,170.939409,Four-Door Car,Medsize,5297.625945
EC94366,Oregon,No,Extended,Doctor,12/2/2011,Medical Leave,M,20101,Urban,Married,96,28,44,0,1,Corporate Auto,Corporate L2,Offer2,Agent,291.536748,Four-Door Car,Medsize,3776.320768
XN25550,Oregon,No,Extended,College,2/1/2011,Employed,M,55571,Suburban,Married,135,4,46,0,1,Personal Auto,Personal L2,Offer4,Agent,904.813121,SUV,Medsize,5345.201117
YE87442,Arizona,No,Extended,High School or Below,12/2/2011,Employed,F,34831,Suburban,Married,124,4,34,0,3,Personal Auto,Personal L1,Offer1,Branch,595.2,SUV,Medsize,9935.165983
PC80039,Oregon,Yes,Basic,Bachelor,11/1/2011,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,2359.423599
RQ11502,Nevada,No,Extended,Bachelor,11/2/2011,Retired,F,23975,Suburban,Married,128,8,39,0,1,Corporate Auto,Corporate L3,Offer1,Agent,614.4,SUV,Small,4755.720009
QW88350,Washington,No,Basic,College,2/23/11,Employed,F,41900,Urban,Married,63,0,34,0,2,Corporate Auto,Corporate L3,Offer2,Web,170.496071,Four-Door Car,Large,7618.442045
SE72928,California,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158.077504,Sports Car,Medsize,9075.768214
GP22382,Oregon,No,Extended,College,1/22/11,Employed,F,21685,Suburban,Single,127,0,70,0,1,Corporate Auto,Corporate L3,Offer2,Web,609.6,Sports Car,Large,4858.116042
FB95288,California,No,Extended,High School or Below,1/17/11,Unemployed,M,0,Suburban,Married,217,14,40,1,2,Personal Auto,Personal L3,Offer1,Branch,1562.4,Luxury Car,Small,64618.75715
NE29938,California,No,Extended,College,3/2/2011,Unemployed,F,0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,12840.43291
JB47784,Oregon,No,Basic,Doctor,1/23/11,Employed,F,81945,Rural,Single,68,19,45,0,9,Personal Auto,Personal L1,Offer1,Call Center,47.451832,Four-Door Car,Small,5534.821886
QY70905,Arizona,No,Basic,College,12/1/2011,Employed,M,30718,Suburban,Married,67,26,49,1,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,2668.662697
PG90331,California,No,Basic,College,2/14/11,Disabled,M,11656,Suburban,Married,70,19,8,0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,18635.90451
NL93182,Nevada,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,845.654042,Four-Door Car,Small,2549.450038
SH55598,Arizona,No,Extended,High School or Below,9/2/2011,Employed,F,23120,Suburban,Married,93,5,87,0,1,Personal Auto,Personal L3,Offer3,Agent,446.4,Four-Door Car,Medsize,3703.437656
QI64880,California,No,Basic,Bachelor,7/2/2011,Unemployed,M,0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Offer2,Branch,973.787176,SUV,Medsize,7007.274228
AN80983,Oregon,No,Basic,College,1/23/11,Employed,M,85721,Suburban,Married,65,12,45,0,5,Corporate Auto,Corporate L2,Offer4,Web,312.0,Four-Door Car,Medsize,5218.343293
LV82913,Oregon,No,Basic,College,1/19/11,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize,5715.787663
OC88207,California,No,Basic,Master,1/13/11,Employed,M,77265,Rural,Married,69,25,10,0,3,Special Auto,Special L3,Offer2,Branch,170.689399,Two-Door Car,Medsize,5577.237773
QD34785,Arizona,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,5678.050167
XO67536,California,No,Basic,College,2/13/11,Disabled,F,10860,Suburban,Married,66,30,91,0,1,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,2563.394054
RD22761,Washington,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,69,5,26,0,2,Personal Auto,Personal L3,Offer3,Call Center,566.673518,Four-Door Car,Medsize,20579.69157
QC30094,Oregon,No,Extended,High School or Below,5/2/2011,Medical Leave,F,15921,Suburban,Married,92,9,12,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,571.549745,Four-Door Car,Small,6903.946532
DK93464,Nevada,No,Premium,Bachelor,1/23/11,Employed,F,56202,Urban,Married,107,19,33,0,8,Personal Auto,Personal L1,Offer2,Agent,513.511091,Two-Door Car,Medsize,8571.480718
VF33776,Nevada,No,Extended,High School or Below,6/2/2011,Employed,F,90289,Rural,Married,99,4,88,3,2,Corporate Auto,Corporate L1,Offer2,Web,164.496171,Four-Door Car,Medsize,31269.27308
BC86800,California,No,Extended,Bachelor,1/24/11,Employed,F,84598,Suburban,Married,89,8,7,2,1,Personal Auto,Personal L3,Offer4,Call Center,639.267653,Two-Door Car,Small,3579.773094
RA14734,Arizona,Yes,Basic,High School or Below,2/1/2011,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large,8646.504109
XF15789,Arizona,No,Basic,College,2/21/11,Employed,F,81350,Rural,Married,110,1,28,0,9,Personal Auto,Personal L3,Offer3,Branch,228.185834,SUV,Large,8869.619888
YH23384,Arizona,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,24127.50402
ZL73902,Nevada,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,3265.156348
WV15213,California,No,Basic,Bachelor,9/1/2011,Employed,M,84658,Rural,Single,62,21,93,0,1,Personal Auto,Personal L1,Offer1,Branch,44.780402,Four-Door Car,Medsize,2447.053134
EP72155,California,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,2004.350666
II97469,California,No,Extended,High School or Below,1/24/11,Employed,M,92107,Rural,Divorced,88,7,38,0,5,Personal Auto,Personal L3,Offer2,Agent,16.37296,Four-Door Car,Medsize,7013.436657
GK94889,California,No,Basic,College,12/2/2011,Employed,M,22280,Rural,Married,68,10,48,0,3,Personal Auto,Personal L3,Offer3,Web,169.414572,Four-Door Car,Large,5279.124682
FS29897,Oregon,No,Basic,High School or Below,6/1/2011,Unemployed,F,0,Suburban,Single,61,34,35,1,1,Personal Auto,Personal L1,Offer2,Agent,292.8,Four-Door Car,Medsize,2144.921535
SB50826,Oregon,No,Extended,College,1/19/11,Employed,M,61091,Urban,Single,95,17,64,0,8,Personal Auto,Personal L1,Offer2,Agent,409.868003,Two-Door Car,Medsize,7496.006588
PP50567,California,No,Basic,Bachelor,5/1/2011,Unemployed,M,0,Suburban,Married,74,14,38,0,2,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Medsize,8377.499751
MZ30958,Nevada,No,Extended,High School or Below,2/25/11,Retired,M,21835,Suburban,Married,90,6,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,6715.59268
GG70928,California,No,Basic,Master,2/14/11,Employed,F,33566,Urban,Married,63,25,56,1,4,Personal Auto,Personal L3,Offer1,Call Center,205.043307,Four-Door Car,Medsize,5004.583872
IO33050,Oregon,No,Basic,High School or Below,10/1/2011,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Offer1,Call Center,302.818833,Four-Door Car,Medsize,5119.414293
MD47500,California,No,Basic,College,11/2/2011,Medical Leave,M,12153,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Offer1,Branch,438.155584,Four-Door Car,Large,4861.493017
VC64410,Arizona,Yes,Basic,High School or Below,12/2/2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,2491.257604
XW54288,California,No,Extended,Bachelor,10/2/2011,Employed,M,35461,Rural,Married,95,26,57,1,1,Corporate Auto,Corporate L3,Offer1,Agent,9.214343,Four-Door Car,Medsize,3732.345012
XT45580,Oregon,No,Basic,College,2/25/11,Employed,F,60759,Suburban,Single,104,20,85,0,1,Corporate Auto,Corporate L3,Offer3,Branch,499.2,SUV,Large,4089.463358
DQ79499,Oregon,No,Extended,Doctor,11/2/2011,Employed,F,59965,Suburban,Married,131,7,54,0,7,Personal Auto,Personal L2,Offer1,Branch,905.030448,SUV,Medsize,10541.10977
YR63096,Nevada,No,Basic,High School or Below,1/14/11,Employed,F,79140,Suburban,Married,74,9,59,0,9,Corporate Auto,Corporate L3,Offer1,Agent,487.930161,Four-Door Car,Small,5977.78537
LQ13873,Nevada,No,Basic,High School or Below,2/15/11,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small,5569.456156
AM29546,Oregon,No,Basic,College,9/2/2011,Employed,M,57733,Suburban,Married,66,24,66,0,5,Personal Auto,Personal L2,Offer4,Call Center,393.528054,Two-Door Car,Medsize,5225.03143
VB94165,Nevada,No,Extended,Master,1/14/11,Unemployed,M,0,Suburban,Married,93,8,42,1,3,Special Auto,Special L2,Offer1,Agent,604.270179,Two-Door Car,Small,6714.070698
QT39025,Arizona,No,Basic,Bachelor,1/18/11,Employed,F,66991,Urban,Married,115,1,71,0,1,Personal Auto,Personal L3,Offer2,Branch,399.617715,SUV,Medsize,4582.899414
EH86912,California,No,Basic,College,2/27/11,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Personal Auto,Personal L2,Offer3,Agent,797.595611,SUV,Medsize,8420.43119
LA20890,Oregon,No,Basic,Bachelor,1/28/11,Employed,F,66880,Suburban,Married,71,7,54,0,1,Personal Auto,Personal L3,Offer4,Branch,340.8,Four-Door Car,Medsize,2846.645431
IV35546,Nevada,No,Basic,Master,8/2/2011,Employed,F,45820,Urban,Married,71,4,89,0,8,Corporate Auto,Corporate L1,Offer1,Branch,249.742856,Four-Door Car,Medsize,5741.696078
WG15841,California,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,2810.464447
VA95584,California,No,Basic,Master,1/20/11,Employed,M,34665,Suburban,Married,64,29,58,0,2,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small,12723.15311
KZ60207,Arizona,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,5007.672425
RN82884,Arizona,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,4282.947971
RT37588,Arizona,No,Extended,High School or Below,1/23/11,Employed,F,69268,Rural,Married,93,31,20,0,2,Personal Auto,Personal L1,Offer2,Agent,19.170855,Two-Door Car,Medsize,11218.44173
VV81837,Oregon,No,Extended,High School or Below,2/15/11,Employed,M,52507,Suburban,Married,123,23,55,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,4928.648668
RL65736,Oregon,No,Extended,High School or Below,2/14/11,Medical Leave,F,13662,Suburban,Single,85,29,37,0,3,Personal Auto,Personal L1,Offer1,Agent,408.0,Four-Door Car,Small,6274.447705
TO39943,Washington,No,Basic,High School or Below,12/2/2011,Employed,F,30503,Urban,Married,63,32,57,3,5,Corporate Auto,Corporate L3,Offer1,Call Center,257.923563,Two-Door Car,Medsize,4897.979559
KL54950,Oregon,No,Extended,Bachelor,10/1/2011,Employed,M,23705,Suburban,Married,122,33,2,4,1,Personal Auto,Personal L3,Offer1,Agent,585.6,SUV,Medsize,4531.372981
NX18774,Oregon,No,Basic,Bachelor,3/1/2011,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize,8415.684559
JQ22359,Oregon,No,Extended,College,1/14/11,Unemployed,F,0,Suburban,Single,93,9,35,0,1,Personal Auto,Personal L2,Offer4,Branch,549.101027,Two-Door Car,Medsize,3268.323585
BK83393,California,No,Basic,Bachelor,11/2/2011,Employed,F,55475,Urban,Divorced,116,18,75,0,2,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,Medsize,32317.03275
OZ97304,Arizona,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,78,14,23,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,374.4,Four-Door Car,Medsize,2630.009217
BH61054,California,No,Extended,College,10/1/2011,Employed,F,61040,Suburban,Married,78,21,9,0,9,Personal Auto,Personal L3,Offer2,Web,391.942636,Two-Door Car,Medsize,6269.592055
SG51259,California,No,Extended,High School or Below,5/1/2011,Unemployed,F,0,Suburban,Single,129,10,11,0,1,Personal Auto,Personal L1,Offer1,Agent,1486.410662,SUV,Medsize,4502.867562
RR49534,Oregon,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,3265.156348
AC24378,Arizona,No,Extended,High School or Below,1/19/11,Employed,F,48552,Urban,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.746281,Four-Door Car,Medsize,7477.176362
BQ60673,California,No,Basic,Bachelor,1/14/11,Employed,M,32946,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small,5205.024842
QK23742,California,No,Basic,College,11/2/2011,Unemployed,F,0,Suburban,Single,63,13,48,0,1,Corporate Auto,Corporate L2,Offer3,Web,732.638975,Four-Door Car,Large,2302.818965
OO11531,Nevada,No,Basic,Master,1/23/11,Employed,F,37125,Urban,Married,63,29,78,0,1,Personal Auto,Personal L2,Offer2,Agent,290.911693,Four-Door Car,Large,2540.551456
YV63603,Arizona,No,Extended,Bachelor,12/1/2011,Employed,F,47137,Rural,Married,84,5,11,0,5,Personal Auto,Personal L1,Offer4,Agent,161.640052,Four-Door Car,Medsize,6678.899026
CM73149,California,No,Extended,Bachelor,2/24/11,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large,14244.73069
MB20764,Oregon,No,Premium,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,252,31,10,0,3,Corporate Auto,Corporate L2,Offer4,Branch,1814.4,Luxury SUV,Medsize,17622.1332
YM19146,California,No,Premium,College,6/1/2011,Employed,F,47761,Suburban,Single,104,16,58,0,1,Personal Auto,Personal L2,Offer1,Branch,541.282007,Four-Door Car,Large,4100.398533
EK50729,Oregon,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,67,27,7,0,7,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize,4582.647706
OW15518,Washington,No,Extended,College,10/1/2011,Unemployed,F,0,Rural,Married,87,10,55,1,2,Personal Auto,Personal L2,Offer2,Web,46.041452,Two-Door Car,Medsize,15950.01951
RJ99408,California,No,Basic,High School or Below,2/23/11,Employed,M,35637,Suburban,Married,68,13,11,0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize,5377.014781
DL36983,Oregon,No,Premium,High School or Below,1/24/11,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,Medsize,8495.164213
OH91173,California,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,3873.647046
PZ47901,Arizona,Yes,Basic,Bachelor,8/2/2011,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,5504.139033
HC31007,California,No,Basic,High School or Below,5/1/2011,Unemployed,M,0,Suburban,Married,68,35,65,0,7,Personal Auto,Personal L2,Offer1,Agent,457.169818,Four-Door Car,Medsize,5049.118385
LZ78622,California,No,Extended,High School or Below,9/1/2011,Employed,M,44379,Suburban,Married,83,10,12,1,8,Special Auto,Special L3,Offer2,Call Center,398.4,Four-Door Car,Medsize,6529.911496
BA51898,Arizona,No,Basic,Bachelor,1/17/11,Employed,M,39426,Urban,Married,114,33,12,0,1,Special Auto,Special L3,Offer3,Branch,412.884282,SUV,Medsize,4521.190551
RY23571,California,No,Basic,Bachelor,1/1/2011,Employed,F,75615,Rural,Married,65,16,39,5,1,Personal Auto,Personal L3,Offer2,Branch,156.54837,Four-Door Car,Medsize,2483.67134
WZ98067,Oregon,No,Premium,College,9/1/2011,Employed,M,42512,Rural,Married,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77.479316,Four-Door Car,Medsize,4049.807215
SA40041,Washington,No,Basic,Bachelor,2/22/11,Employed,F,22814,Suburban,Divorced,73,16,59,0,9,Personal Auto,Personal L3,Offer2,Agent,360.773462,Four-Door Car,Small,5749.883799
PU41916,Oregon,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,22103.5072
KS89479,Oregon,Yes,Basic,College,11/1/2011,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L3,Offer2,Call Center,556.8,SUV,Medsize,9095.049868
RP12388,Arizona,No,Basic,Bachelor,1/15/11,Employed,M,39886,Urban,Married,64,34,59,1,2,Personal Auto,Personal L3,Offer3,Web,290.359207,Two-Door Car,Medsize,12379.56803
CP38401,Oregon,No,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,136,20,98,3,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize,8501.652884
PE32165,California,No,Basic,High School or Below,2/17/11,Employed,F,76912,Rural,Married,116,0,55,2,2,Corporate Auto,Corporate L3,Offer4,Agent,169.226996,Sports Car,Medsize,27934.62373
CT96082,Oregon,No,Basic,Bachelor,5/1/2011,Disabled,F,13933,Rural,Married,62,25,32,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,49.364254,Two-Door Car,Medsize,4711.080198
NP60037,Oregon,No,Basic,Bachelor,2/23/11,Employed,M,22697,Suburban,Divorced,186,35,39,1,8,Corporate Auto,Corporate L3,Offer1,Web,892.8,Luxury SUV,Medsize,14318.44839
UT21323,California,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,190,9,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,13057.01188
SW93780,Arizona,No,Basic,Master,1/23/11,Retired,M,24182,Suburban,Divorced,66,12,32,0,1,Personal Auto,Personal L3,Offer4,Web,316.8,Four-Door Car,Large,2398.740007
SC40169,Oregon,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large,2719.506996
YH60476,Oregon,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,787.993313,Four-Door Car,Medsize,5780.182197
ZZ97035,California,No,Extended,College,1/2/2011,Unemployed,M,0,Suburban,Single,203,20,66,0,2,Corporate Auto,Corporate L1,Offer1,Branch,2027.724442,Luxury Car,Small,20714.94043
UL17918,Arizona,No,Extended,Bachelor,11/1/2011,Unemployed,M,0,Suburban,Married,77,32,0,0,1,Corporate Auto,Corporate L2,Offer4,Agent,436.369797,Two-Door Car,Medsize,2821.002026
JC29850,California,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Married,67,16,12,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,7506.964816
HP40365,Oregon,No,Basic,College,5/2/2011,Employed,F,70492,Urban,Divorced,70,29,82,0,7,Personal Auto,Personal L2,Offer3,Web,328.362698,Two-Door Car,Medsize,5638.046345
MP85571,Arizona,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Personal L2,Offer3,Agent,2156.011022,SUV,Medsize,5558.31428
XA27299,California,No,Extended,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,128,35,71,0,2,Personal Auto,Personal L2,Offer2,Agent,789.775123,SUV,Medsize,12812.43898
WP51328,Oregon,No,Basic,Doctor,2/19/11,Employed,M,20698,Urban,Single,68,21,72,5,5,Personal Auto,Personal L3,Offer4,Branch,248.422693,Two-Door Car,Medsize,4744.967459
RT65829,Oregon,No,Premium,Bachelor,1/16/11,Employed,M,36692,Suburban,Married,109,1,6,1,1,Personal Auto,Personal L3,Offer2,Call Center,523.2,Four-Door Car,Medsize,4276.363627
IK51081,California,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,4834.710493
VZ18907,Oregon,No,Basic,College,12/1/2011,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,21991.61598
MA37431,California,No,Premium,College,1/29/11,Employed,F,34335,Suburban,Married,101,18,55,0,3,Corporate Auto,Corporate L2,Offer1,Call Center,484.8,Two-Door Car,Small,8023.075248
TT30338,Arizona,No,Basic,Master,10/2/2011,Employed,F,89586,Suburban,Married,63,28,40,1,2,Personal Auto,Personal L3,Offer4,Call Center,302.4,Four-Door Car,Medsize,7675.871354
BD16530,Arizona,No,Basic,Bachelor,9/1/2011,Employed,F,70258,Urban,Divorced,69,20,65,0,2,Personal Auto,Personal L1,Offer1,Agent,225.145949,Four-Door Car,Medsize,8293.481886
FY74419,Nevada,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L2,Offer2,Agent,702.990032,SUV,Medsize,5470.060561
VT28596,California,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,66,27,89,0,3,Personal Auto,Personal L2,Offer2,Branch,712.309237,Four-Door Car,Medsize,4755.47946
RV98208,Arizona,No,Basic,College,1/29/11,Employed,F,54189,Rural,Married,62,11,84,0,3,Personal Auto,Personal L1,Offer1,Agent,29.035528,Two-Door Car,Medsize,4991.035369
CM88932,Oregon,Yes,Extended,Master,10/1/2011,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,55.510526,Four-Door Car,Large,3554.845264
